2-THETA;INTENSITY
18.60;8.28 
30.60;28.30 
36.05;100.00 
37.71;8.50 
43.83;19.77 
54.40;9.15 
58.00;23.94 
58.00;6.10 
63.71;39.24 
72.33;3.23 
75.44;8.17 
76.47;3.84 
80.54;2.44 
88.57;3.50 
