2-THETA;INTENSITY
18.65;7.95 
30.69;28.19 
36.16;100.00 
37.82;8.47 
43.96;19.72 
54.56;9.12 
58.18;6.19 
58.18;23.50 
63.91;39.07 
72.56;3.23 
75.69;8.14 
76.72;3.80 
80.82;2.44 
88.88;3.47
