2-THETA;INTENSITY
18.67;8.24
30.72;28.30
36.19;100.00
37.86;8.51
44.00;19.72
54.62;9.12
58.24;23.79
58.24;6.09
63.98;39.06
72.64;3.22
75.77;8.13
76.81;3.83
80.90;2.43
88.98;3.49
