2-THETA;INTENSITY
18.81;8.57
30.95;28.45
36.47;100.00
38.15;8.59
44.34;19.62
55.06;9.08
58.71;5.97
58.71;23.94
64.51;38.73
73.27;3.19
76.44;8.08
77.49;3.85
81.64;2.41
89.83;3.50
