2-THETA;INTENSITY
18.40;8.17 
30.27;28.22 
35.65;100.00 
37.30;8.43 
43.34;19.92 
53.77;9.22 
57.32;6.17 
57.32;24.11 
62.96;39.76 
71.44;3.27 
74.50;8.25 
75.51;3.85 
79.51;2.48 
87.38;3.51 
