2-THETA;INTENSITY
18.71;8.49 
30.79;28.40 
36.27;100.00 
37.95;8.56 
44.10;19.69 
54.75;9.11 
58.38;6.02 
58.38;23.99 
64.14;38.97 
72.82;3.21 
75.97;8.12 
77.01;3.85 
81.12;2.42 
89.23;3.50 
