2-THETA;INTENSITY
18.52;8.26 
30.47;28.28 
35.90;100.00 
37.55;8.47 
43.64;19.83 
54.16;9.18 
57.74;6.12 
57.74;24.03 
63.42;39.44 
71.98;3.25 
75.08;8.20 
76.10;3.85 
80.15;2.45 
88.11;3.50 
