2-THETA;INTENSITY
17.89;13.25
21.36;100.00
26.48;11.55
33.42;43.16
34.83;23.17
35.64;5.61
36.23;13.93
36.82;66.52
39.31;2.42
40.15;9.06
40.39;3.67
41.40;14.22
43.50;1.17
45.26;4.00
47.47;5.04
50.89;6.99
51.73;1.90
53.52;25.06
54.52;7.59
55.59;2.44
57.71;4.87
59.30;14.70
61.52;6.57
61.86;2.77
63.28;1.86
63.74;2.86
64.26;6.21
65.91;3.23
67.54;2.23
68.90;2.32
69.43;3.01
69.64;1.02
70.20;1.02
71.84;1.21
71.85;3.62
73.53;1.36
76.88;1.17
80.40;1.51
85.26;1.07
86.72;1.45
