2-THETA;INTENSITY
24.16;31.45
33.21;100.00
35.62;67.30
39.39;1.62
40.88;17.07
43.51;1.86
49.49;24.46
54.14;27.95
57.44;1.42
57.74;4.20
62.45;13.87
63.98;13.64
69.71;1.10
72.14;3.62
75.43;2.05
80.82;1.04
83.13;1.35
84.94;1.94
88.60;1.59
