2-THETA;INTENSITY
24.33;29.07 
33.43;100.00 
35.87;74.93 
39.64;2.09 
41.16;17.59 
43.82;1.89 
49.84;38.27 
54.52;45.08 
57.87;2.34 
58.13;8.81 
62.92;31.71 
64.47;29.90 
70.23;3.18 
72.66;11.17 
72.97;1.66 
76.04;2.47 
78.40;1.40 
78.40;1.40 
81.45;4.50 
83.78;5.90 
85.65;3.07 
89.35;2.76 
