2-THETA;INTENSITY
24.22;30.23
33.27;100.00
35.73;66.83
39.44;2.14
40.99;17.72
43.64;2.82
49.62;23.29
54.26;32.29
57.62;1.90
57.83;3.47
62.64;14.24
64.20;15.23
69.86;1.08
72.25;4.23
81.02;1.02
83.31;1.78
