2-THETA;INTENSITY
24.32;30.47
33.42;100.00
35.86;75.48
39.63;2.23
41.15;17.56
43.80;1.95
49.83;37.56
54.50;45.03
57.85;2.35
58.11;8.24
62.90;30.42
64.45;28.75
70.20;2.87
72.63;10.73
72.94;1.57
76.01;2.33
78.37;1.38
78.37;1.38
81.42;3.99
83.74;5.54
85.62;2.81
89.32;2.58
