2-THETA;INTENSITY
24.17;28.68 
33.19;100.00 
35.66;74.38 
39.32;2.16 
40.90;17.83 
43.55;2.02 
49.51;38.07 
54.12;46.28 
57.50;2.46 
57.66;8.66 
62.49;31.84 
64.06;30.53 
69.67;3.18 
72.03;11.48 
72.36;1.73 
75.52;7.50 
77.82;1.43 
77.82;1.43 
78.85;1.01 
80.66;1.68 
80.80;4.51 
83.05;6.13 
85.02;9.45 
88.65;8.61
