2-THETA;INTENSITY
23.08;8.32
29.39;100.00
31.35;2.01
36.04;14.37
39.46;17.86
43.23;14.08
47.16;6.39
47.42;19.24
48.50;19.49
56.68;3.10
57.51;9.12
60.76;5.43
60.97;2.55
61.31;2.48
63.13;1.82
64.80;6.09
65.41;3.47
69.23;1.15
70.17;2.09
72.91;2.80
77.02;2.12
81.50;2.23
83.93;1.38
