2-THETA;INTENSITY
23.07;13.36
29.33;100.00
36.09;15.98
39.46;15.57
43.27;15.91
47.16;7.94
47.22;19.03
48.42;23.29
56.75;1.76
57.57;10.76
57.67;2.20
60.78;7.27
60.83;3.41
61.11;1.57
64.89;6.21
65.03;3.02
69.95;2.73
72.81;3.96
76.68;3.06
81.31;3.13
84.01;1.38
