2-THETA;INTENSITY
23.08;8.36
29.43;100.00
31.46;2.07
36.01;14.35
39.45;18.80
43.21;14.63
47.17;6.50
47.55;19.75
48.56;20.46
56.63;3.42
57.47;9.77
60.74;5.67
61.06;2.63
61.44;2.79
63.13;2.06
64.74;6.69
65.67;3.76
69.27;1.33
70.32;2.30
72.98;2.98
77.24;2.24
81.62;2.54
83.88;1.58
