2-THETA;INTENSITY
23.18;7.79
29.58;100.00
31.65;2.29
36.17;14.01
39.63;19.04
43.40;14.21
47.39;6.37
47.83;19.18
48.81;19.79
56.89;3.23
57.73;9.21
61.03;5.53
61.40;2.54
61.79;2.64
63.44;1.90
65.04;6.43
66.10;3.52
69.64;1.20
70.73;2.12
73.38;2.86
77.73;2.11
82.11;2.27
84.32;1.45
