2-THETA;INTENSITY
23.08;12.46
29.30;100.00
31.11;1.27
36.12;15.10
39.48;16.55
43.30;15.25
47.13;18.82
47.17;7.33
48.39;22.31
56.80;1.98
57.55;1.80
57.61;9.91
60.78;3.03
60.81;6.49
61.03;1.82
63.14;1.08
64.86;3.06
64.95;5.99
69.86;2.46
72.78;3.41
76.55;2.56
81.25;2.69
84.07;1.26
