2-THETA;INTENSITY
23.01;8.31
29.10;100.00
30.67;1.52
36.10;14.60
39.38;12.39
43.25;10.84
46.59;16.00
47.02;5.76
48.08;13.96
56.77;1.49
57.56;5.63
60.31;2.02
60.45;1.07
60.67;4.01
63.87;1.98
64.92;3.23
69.19;1.07
72.35;1.79
75.62;1.42
